NAME,SHAPE,INPUT,OUTPUT,OPS,CYCLE,LINES
_NDP_custom-call.476_0,0x120000,1,1,1,53305,6
_NDP_custom-call.477_0,0x180000,2,1,1,194858,9
_NDP_custom-call.478_0,0x180000,2,1,1,195092,9
_NDP_custom-call.479_0,0x180000,5,1,17,243800,28
_NDP_custom-call.480_0,0x120000,1,1,1,53304,6
_NDP_custom-call.481_0,0x120000,1,1,1,53304,6
_NDP_custom-call.482_0,0x120000,1,1,1,53304,6
_NDP_custom-call.483_0,0x120000,1,1,1,53304,6
_NDP_custom-call.484_0,0x120000,1,1,1,53304,6
_NDP_custom-call.485_0,0x120000,1,1,1,53304,6
_NDP_custom-call.486_0,0x120000,1,1,1,53304,6
_NDP_custom-call.487_0,0x120000,1,1,1,53310,6
_NDP_custom-call.488_0,0x120000,1,1,1,53304,6
_NDP_custom-call.489_0,0x120000,1,1,1,53304,6
_NDP_custom-call.490_0,0x120000,1,1,1,53304,6
_NDP_custom-call.491_0,0x120000,1,1,1,53306,6
_NDP_custom-call.492_0,0x120000,1,1,1,53304,6
_NDP_custom-call.493_0,0x120000,1,1,1,53304,6
_NDP_custom-call.494_0,0x120000,1,1,1,53304,6
_NDP_custom-call.495_0,0x120000,1,1,1,53304,6
_NDP_custom-call.496_0,0x120000,1,1,1,53304,6
_NDP_custom-call.497_0,0x180000,2,1,1,194844,9
_NDP_custom-call.498_0,0x480000,37,12,54,3090200,106
_NDP_custom-call.499_0,0x480000,37,12,54,3072666,106
_NDP_custom-call.500_0,0x120000,1,1,1,53304,6
_NDP_custom-call.501_0,0x180000,2,1,1,195320,9
_NDP_custom-call.502_0,0x180000,2,1,1,195353,9
_NDP_custom-call.503_0,0x600000,4,3,6,2310451,22
_NDP_custom-call.504_0,0x600000,5,4,8,3087815,28
_NDP_custom-call.505_0,0x39000,6,1,11,14344,21
_NDP_custom-call.506_0,0x180000,2,1,2,195936,10
_NDP_custom-call.507_0,0x8d9c00,3,1,4,1222008,13
_NDP_custom-call.508_0,0x480000,1,1,1,218808,6
_NDP_custom-call.509_0,0x480000,1,1,1,223150,6
_NDP_custom-call.510_0,0x480000,1,1,1,220978,6
_NDP_custom-call.511_0,0x480000,1,1,1,212309,6
_NDP_custom-call.512_0,0x480000,1,1,1,212925,6
_NDP_custom-call.513_0,0x480000,1,1,1,213460,6
_NDP_custom-call.514_0,0x480000,1,1,1,220978,6
_NDP_custom-call.515_0,0x480000,1,1,1,212872,6
_NDP_custom-call.516_0,0x480000,1,1,1,220970,6
_NDP_custom-call.517_0,0x480000,1,1,1,242078,6
_NDP_custom-call.518_0,0x480000,1,1,1,212458,6
_NDP_custom-call.519_0,0x480000,1,1,1,212301,6
_NDP_custom-call.520_0,0x480000,1,1,1,220971,6
_NDP_custom-call.521_0,0x480000,1,1,1,223738,6
_NDP_custom-call.522_0,0x480000,1,1,1,216506,6
_NDP_custom-call.523_0,0x480000,1,1,1,223060,6
_NDP_custom-call.524_0,0x480000,1,1,1,212711,6
_NDP_custom-call.525_0,0x480000,1,1,1,212700,6
_NDP_custom-call.526_0,0x480000,1,1,1,214268,6
_NDP_custom-call.527_0,0x480000,1,1,1,215437,6
_NDP_custom-call.528_0,0x480000,1,1,1,216545,6
_NDP_custom-call.529_0,0x180000,7,2,13,428389,29
_NDP_custom-call.530_0,0x120000,19,6,28,383376,56
_NDP_custom-call.531_0,0x180000,4,3,6,578407,22
_NDP_custom-call.532_0,0x180000,6,5,10,968905,34
_NDP_custom-call.533_0,0x600,40,12,61,2120,122
_NDP_custom-call.534_0,0x1800,37,12,58,3721,110
_NDP_custom-call.535_0,0x600,45,14,70,1785,133
_NDP_custom-call.536_0,0x20,11,4,20,571,43
output,,0,0,-1,NOT FOUND
